RESPID_AP20,LANGUAGE_AP20,INTERVIEW_START_AP20,INTERVIEW_END_AP20,ECON1MOD_AP20,ECON1BMOD_AP20,TYPOLOGYb_AP20,COVIDWORK_a_AP20,COVIDWORK_b_AP20,COMATTACH_AP20,VET1_AP20,VOL12_CPS_AP20,HLTHRATE_AP20,DISA_AP20,ROBWRK_AP20,RESPFUT_AP20,EMINUSE_AP20,INTMOB_AP20,INTFREQ_AP20,HOMEINTSERV_AP20,SMUSE_a_AP20,SMUSE_b_AP20,SMUSE_c_AP20,SMUSE_d_AP20,SMUSE_e_AP20,SMUSE_f_AP20,SMUSE_g_AP20,SMUSE_h_AP20,BOOKS_AP20,RADIO_AP20,DEVICE1a_AP20,SMART2_AP20,RELIG_AP20,BORN_AP20,ATTEND_AP20,RELIMP_AP20,PRAY_AP20,REG_AP20,INSURANCE_AP20,SEXASK_AP20,MARITAL_AP20,PARTY_AP20,PARTYLN_AP20,HISP_AP20,RACEMOD_1_AP20,RACEMOD_2_AP20,RACEMOD_3_AP20,RACEMOD_4_AP20,RACEMOD_5_AP20,RACEMOD_6_AP20,RACECMB_AP20,AGE_AP20,EDUC_ACS_AP20,NUMADULTS_AP20,NATIVITY_AP20,INCOME_AP20,REGION_NAME,MSA,MODE,BASEWEIGHT,WEIGHT
3057.0,English,2020-07-30,,Good,About the same,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",Yes,Very good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this",20.0,Yes,"Yes, have a cellphone","Yes, smartphone",Atheist,"No, not born-again or evangelical Christian",Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,32.0,"1 or more years of college credit, no degree",2.0,U.S.,"$100,000 to less than $150,000",South,Metropolitan Statistical Area,Mail,1.626633001664655,0.9363449180624527
3058.0,English,2020-07-30,,Only fair,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",No,Excellent,No,Probably not happen,Individuals themselves,Yes,Yes,Almost constantly,Other kind of connection,"Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Seldom,Not too important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Never been married,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,32.0,"Bachelor’s degree (for example: BA, BS)",1.0,U.S.,"$75,000 to less than $100,000",Northeast,Metropolitan Statistical Area,Mail,1.0655539970488603,0.5953781762932593
3059.0,English,2020-07-30,,Only fair,About the same,Business corporations make too much profit,"Yes, has happened","No, has not happened",Not at all attached,"No, nobody in household",No,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this",6.0,No,"Yes, have a cellphone","Yes, smartphone",Refused,"No, not born-again or evangelical Christian",Once or twice a month,Very important,A few times a month,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Widowed,Something else,The Democratic Party,No,0.0,Black or African American,0.0,American Indian or Alaska Native,0.0,0.0,Mixed Race,33.0,Regular high school diploma,1.0,U.S.,"$100,000 to less than $150,000",Midwest,Metropolitan Statistical Area,Mail,0.8133165008323275,1.3275631892415205
3060.0,English,2020-07-30,,Poor,About the same,Business corporations make too much profit,"No, has not happened","Yes, has happened",Very attached,"Yes, someone else in household",No,Good,No,Definitely happen,Employers,Yes,Yes,Almost constantly,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,Refused,2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",A few times a year,Somewhat important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Never been married,Democrat,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,33.0,"1 or more years of college credit, no degree",1.0,U.S.,"$20,000 to less than $30,000",South,Metropolitan Statistical Area,Mail,0.9850835826058248,0.7247019612254455
3061.0,English,2020-07-30,,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Not too attached,"No, nobody in household",No,Good,No,Probably happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",A few times a year,Somewhat important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Never been married,Independent,The Democratic Party,Yes,0.0,0.0,0.0,0.0,Native Hawaiian or other Pacific Islander,0.0,Some other race,35.0,Regular high school diploma,2.0,U.S.,"$10,000 to less than $20,000",West,Metropolitan Statistical Area,Mail,1.4286507458796855,0.6591182418525446
3062.0,English,2020-07-30,,Only fair,Worse,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",Yes,Good,No,Probably not happen,Refused,Yes,Yes,Several times a day,Other kind of connection,"Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this",7.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Seldom,Somewhat important,Seldom,"You are PROBABLY registered, but there is a chance your registration has lapsed",Covered by health insurance,Female,Separated,Something else,Refused,Refused,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,35.0,"Associate’s degree (for example: AA, AS)",1.0,U.S.,"$40,000 to less than $50,000",West,Metropolitan Statistical Area,Mail,0.8133165008323275,0.38559406692040343
3063.0,English,2020-07-30,,Only fair,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Very good,No,Probably not happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","Yes, use this",20.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",More than once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,35.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2.0,U.S.,"$50,000 to less than $75,000",Northeast,Metropolitan Statistical Area,Mail,2.1311079940977207,0.9173166981840243
3064.0,English,2020-07-30,,Good,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Very attached,"Yes, both myself and someone else",No,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this",1.0,No,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Something else,Refused,No,White,0.0,0.0,0.0,0.0,0.0,White,35.0,Regular high school diploma,2.0,U.S.,"$75,000 to less than $100,000",Northeast,Metropolitan Statistical Area,Mail,2.1311079940977207,2.769795358801466
3065.0,Spanish,2020-07-30,,Only fair,Better,Business corporations make too much profit,"No, has not happened",Refused,Somewhat attached,"No, nobody in household",No,Poor,No,Probably happen,The federal government,Yes,Yes,Almost constantly,Dial up service using a landline telephone connection,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this",0.0,No,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Seldom,Somewhat important,Once a day,You are NOT registered to vote at your current address,Not covered by health insurance,Female,Living with a partner,Democrat,,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,36.0,Grade 1 through 11,2.0,Another country,"$10,000 to less than $20,000",Midwest,Metropolitan Statistical Area,Mail,1.626633001664655,2.2877438205958485
3066.0,English,2020-07-30,,Only fair,About the same,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Not too attached,"Yes, someone else in household",Yes,Good,Yes,Probably happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this",Refused,Refused,Refused,Refused,Refused,Refused,1.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Seldom,Not too important,Seldom,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,37.0,"Associate’s degree (for example: AA, AS)",2.0,U.S.,"$10,000 to less than $20,000",Northeast,Metropolitan Statistical Area,Mail,1.626633001664655,0.6658392936769305
3067.0,English,2020-07-30,,Good,About the same,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",No,Good,No,Probably not happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",20.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once or twice a month,Very important,Several times a day,You are NOT registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,37.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$50,000 to less than $75,000",Midwest,Micropolitan Statistical Area,Mail,2.1311079940977207,0.9596101767101168
3068.0,English,2020-07-30,,Only fair,Better,Business corporations make too much profit,"Yes, has happened",Refused,Somewhat attached,"No, nobody in household",Yes,Very good,No,Definitely happen,The federal government,Yes,Yes,Almost constantly,Other kind of connection,"Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this",15.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Seldom,Refused,Once a day,Refused,Covered by health insurance,Female,Never been married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,38.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",3.0,U.S.,Refused,West,Metropolitan Statistical Area,Mail,3.196661991146581,1.007927618382372
3069.0,English,2020-07-30,,Good,Better,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",Yes,Fair,Yes,Probably happen,Schools,Yes,Yes,Several times a day,Satellite service received through a satellite dish installed at home,"No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Somewhat important,Once a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Separated,Republican,,Refused,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,38.0,Grade 1 through 11,2.0,U.S.,"Less than $10,000",Midwest,Metropolitan Statistical Area,Mail,2.1311079940977207,1.2134411217460688
3070.0,English,2020-07-30,,Only fair,Worse,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",Yes,Fair,Yes,Definitely happen,Refused,Yes,Yes,Almost constantly,Other kind of connection,"Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","Yes, use this",2.0,Yes,"Yes, have a cellphone","No, not a smartphone",Roman Catholic,Refused,Once or twice a month,Very important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Divorced,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,40.0,"1 or more years of college credit, no degree",2.0,U.S.,"Less than $10,000",Northeast,Metropolitan Statistical Area,Mail,1.626633001664655,0.6658392936769305
3071.0,English,2020-07-30,,Poor,About the same,Business corporations make too much profit,"No, has not happened","No, has not happened",Not too attached,"No, nobody in household",No,Fair,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Seldom,Not too important,Seldom,You are NOT registered to vote at your current address,Not covered by health insurance,Male,Never been married,Independent,The Republican Party,No,White,0.0,0.0,0.0,0.0,0.0,White,40.0,Regular high school diploma,1.0,U.S.,"$30,000 to less than $40,000",Northeast,Metropolitan Statistical Area,Mail,1.0655539970488603,2.570382612882766
3072.0,English,2020-07-30,,Only fair,About the same,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Excellent,No,Definitely happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",A few times a year,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Divorced,Democrat,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,41.0,"Some college credit, but less than 1 year of college credit",2.0,U.S.,"$50,000 to less than $75,000",Midwest,Metropolitan Statistical Area,Mail,2.1311079940977207,0.9624723962743077
3073.0,English,2020-07-30,,Good,About the same,Most corporations make a fair and reasonable amount of profit,"No, has not happened",Refused,Somewhat attached,"Yes, someone else in household",Yes,Very good,No,Probably happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","Yes, use this",15.0,Yes,"Yes, have a cellphone","Yes, smartphone",Refused,"No, not born-again or evangelical Christian",Seldom,Somewhat important,A few times a month,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,43.0,"Bachelor’s degree (for example: BA, BS)",3.0,U.S.,"$150,000 or more",South,Metropolitan Statistical Area,Mail,3.196661991146581,0.9014409234980139
3074.0,English,2020-07-30,,Good,About the same,Business corporations make too much profit,"No, has not happened","No, has not happened",Not too attached,"No, nobody in household",Yes,Very good,No,Probably happen,Schools,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",6.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",A few times a year,Not too important,A few times a week,"You are PROBABLY registered, but there is a chance your registration has lapsed",Covered by health insurance,Female,Divorced,Something else,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,43.0,"Bachelor’s degree (for example: BA, BS)",1.0,U.S.,"$75,000 to less than $100,000",Midwest,Metropolitan Statistical Area,Mail,1.0655539970488603,0.5656076935019492
3075.0,English,2020-07-30,,Good,Worse,Business corporations make too much profit,"Yes, has happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Good,No,Probably happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this",8.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"Yes, born-again or evangelical Christian",Once or twice a month,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Democrat,,No,0.0,0.0,0.0,0.0,Native Hawaiian or other Pacific Islander,0.0,Some other race,43.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",2.0,U.S.,"$75,000 to less than $100,000",Northeast,Metropolitan Statistical Area,Mail,2.1311079940977207,0.7457562514637419
3076.0,English,2020-07-30,,Poor,About the same,Business corporations make too much profit,"No, has not happened","Yes, has happened",Somewhat attached,"No, nobody in household",Yes,Good,Yes,Probably happen,The federal government,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","No, not a smartphone",Protestant,"No, not born-again or evangelical Christian",Seldom,Very important,Several times a day,You are NOT registered to vote at your current address,Not covered by health insurance,Female,Living with a partner,Democrat,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,45.0,12th Grade – NO DIPLOMA,3.0,U.S.,"$30,000 to less than $40,000",South,Metropolitan Statistical Area,Mail,2.9552507478174745,3.04140455327878
3077.0,English,2020-07-30,,Only fair,Better,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Somewhat attached,"Yes, someone else in household",No,Fair,No,Probably happen,The federal government,Yes,Yes,Several times a week,Other kind of connection,"Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this",3.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",A few times a year,Very important,Once a day,"You are PROBABLY registered, but there is a chance your registration has lapsed",Covered by health insurance,Female,Never been married,Independent,The Democratic Party,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,45.0,No schooling completed,4.0,U.S.,"Less than $10,000",West,Metropolitan Statistical Area,Mail,3.196661991146581,2.5863632155415552
3078.0,Spanish,2020-07-30,,Poor,About the same,Most corporations make a fair and reasonable amount of profit,"No, has not happened",Refused,Not too attached,"No, nobody in household",No,Fair,No,Definitely happen,Individuals themselves,Yes,Yes,Several times a week,Other kind of connection,Refused,Refused,Refused,Refused,Refused,"Yes, use this",Refused,Refused,2.0,Yes,"Yes, have a cellphone","No, not a smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Once a week,Very important,Once a day,You are NOT registered to vote at your current address,Not covered by health insurance,Male,Married,Independent,The Democratic Party,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,45.0,12th Grade – NO DIPLOMA,1.0,Another country,"$20,000 to less than $30,000",South,Not in CBSA,Mail,0.8133165008323275,1.7456717031268474
3079.0,English,2020-07-30,,Only fair,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Seldom,Not too important,Seldom,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,47.0,Regular high school diploma,3.0,U.S.,"$100,000 to less than $150,000",West,Metropolitan Statistical Area,Mail,3.196661991146581,1.9432912158774438
3080.0,English,2020-07-30,,Good,Better,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",Yes,Fair,Yes,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",A few times a year,Somewhat important,A few times a month,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Not covered by health insurance,Female,Married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,47.0,"Bachelor’s degree (for example: BA, BS)",4.0,U.S.,"$50,000 to less than $75,000",South,Metropolitan Statistical Area,Mail,2.4399495024969826,0.6656239357461685
3081.0,English,2020-07-30,,Good,Worse,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Not too attached,"Yes, someone else in household",Yes,Very good,No,Definitely happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Once or twice a month,Very important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,47.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",3.0,U.S.,"$150,000 or more",South,Metropolitan Statistical Area,Mail,3.196661991146581,0.8674202371515067
3082.0,English,2020-07-30,,Only fair,About the same,Most corporations make a fair and reasonable amount of profit,"No, has not happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Fair,No,Probably happen,Individuals themselves,Yes,Yes,About once a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",0.0,No,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Once a week,Very important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Divorced,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,48.0,Regular high school diploma,2.0,U.S.,"$20,000 to less than $30,000",Midwest,Metropolitan Statistical Area,Mail,1.626633001664655,0.894869657085217
3083.0,English,2020-07-30,,Only fair,About the same,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Fair,Yes,Probably happen,Schools,Yes,Yes,Less often,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",A few times a year,Not too important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Democrat,,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,49.0,"Some college credit, but less than 1 year of college credit",1.0,Another country,"$75,000 to less than $100,000",West,Metropolitan Statistical Area,Mail,1.0655539970488603,0.6772689150817566
3084.0,English,2020-07-30,,Only fair,Better,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",No,Fair,No,Probably happen,Schools,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this",3.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Seldom,Somewhat important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,49.0,"Some college credit, but less than 1 year of college credit",3.0,U.S.,"$100,000 to less than $150,000",Northeast,Metropolitan Statistical Area,Mail,3.196661991146581,1.2449895111671372
3085.0,English,2020-07-30,,Only fair,About the same,Business corporations make too much profit,"No, has not happened","No, has not happened",Not too attached,"No, nobody in household",No,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,Other kind of connection,"Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Not too important,Seldom,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,50.0,"Associate’s degree (for example: AA, AS)",2.0,U.S.,"$75,000 to less than $100,000",South,Micropolitan Statistical Area,Mail,2.1311079940977207,0.7091532394493549
3086.0,English,2020-07-30,,Only fair,Worse,Business corporations make too much profit,"No, has not happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Fair,Yes,Definitely happen,Individuals themselves,Yes,Yes,About once a day,Refused,"Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this",4.0,Yes,"Yes, have a cellphone","No, not a smartphone",Protestant,"Yes, born-again or evangelical Christian",Seldom,Very important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,50.0,"Bachelor’s degree (for example: BA, BS)",3.0,U.S.,"$20,000 to less than $30,000",Midwest,Metropolitan Statistical Area,Mail,3.196661991146581,0.8712197006865748
3087.0,English,2020-07-30,,Only fair,Better,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",No,Good,No,Definitely happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Seldom,Very important,A few times a week,"You are PROBABLY registered, but there is a chance your registration has lapsed",Covered by health insurance,Female,Divorced,Democrat,,No,0.0,0.0,0.0,American Indian or Alaska Native,Native Hawaiian or other Pacific Islander,0.0,Mixed Race,51.0,"1 or more years of college credit, no degree",4.0,U.S.,"$75,000 to less than $100,000",West,Micropolitan Statistical Area,Mail,3.1580463667306837,1.3720469268241091
3088.0,English,2020-07-30,,Only fair,About the same,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Somewhat attached,"Yes, someone else in household",No,Good,No,Probably happen,Individuals themselves,Yes,Yes,Almost constantly,Other kind of connection,"Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once or twice a month,Very important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Divorced,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,51.0,"Associate’s degree (for example: AA, AS)",3.0,U.S.,"$40,000 to less than $50,000",South,Not in CBSA,Mail,3.1580463667306837,1.0436757174209712
